Bitcoin,BTC,1074211238040,56868.62,https://coinmarketcap.com/currencies/bitcoin/
Ethereum,ETH,539096379223,4546.22,https://coinmarketcap.com/currencies/ethereum/
Binance Coin,BNB,103872849980,622.73,https://coinmarketcap.com/currencies/binance-coin/
Tether,USDT,74084087605,1.00,https://coinmarketcap.com/currencies/tether/
Solana,SOL,72335983104,236.67,https://coinmarketcap.com/currencies/solana/
Cardano,ADA,57452843112,1.72,https://coinmarketcap.com/currencies/cardano/
XRP,XRP,46301626557,0.9806,https://coinmarketcap.com/currencies/xrp/
USD Coin,USDC,39105524392,1.00,https://coinmarketcap.com/currencies/usd-coin/
Polkadot,DOT,35663038800,36.11,https://coinmarketcap.com/currencies/polkadot-new/
Dogecoin,DOGE,27863589081,0.2105,https://coinmarketcap.com/currencies/dogecoin/
Terra,LUNA,25506982143,65.68,https://coinmarketcap.com/currencies/terra-luna/
Avalanche,AVAX,24845215756,110.94,https://coinmarketcap.com/currencies/avalanche/
SHIBA INU,SHIB,23455931778,0.00004272,https://coinmarketcap.com/currencies/shiba-inu/
Crypto.com Coin,CRO,17536631479,0.6942,https://coinmarketcap.com/currencies/crypto-com-coin/
Polygon,MATIC,15073652678,2.15,https://coinmarketcap.com/currencies/polygon/
Wrapped Bitcoin,WBTC,14199281465,55907.99,https://coinmarketcap.com/currencies/wrapped-bitcoin/
Uniswap,UNI,14147774747,22.53,https://coinmarketcap.com/currencies/uniswap/
Litecoin,LTC,14139264967,204.61,https://coinmarketcap.com/currencies/litecoin/
Binance USD,BUSD,13640465507,1.00,https://coinmarketcap.com/currencies/binance-usd/
Algorand,ALGO,11927767559,1.90,https://coinmarketcap.com/currencies/algorand/
Chainlink,LINK,11536695758,24.70,https://coinmarketcap.com/currencies/chainlink/
Bitcoin Cash,BCH,10685755478,564.88,https://coinmarketcap.com/currencies/bitcoin-cash/
Axie Infinity,AXS,8245294540,135.37,https://coinmarketcap.com/currencies/axie-infinity/
Stellar,XLM,8203869807,0.3366,https://coinmarketcap.com/currencies/stellar/
Decentraland,MANA,8047237526,4.41,https://coinmarketcap.com/currencies/decentraland/
TerraUSD,UST,7771703746,1.00,https://coinmarketcap.com/currencies/terrausd/
VeChain,VET,7516446791,0.1169,https://coinmarketcap.com/currencies/vechain/
Internet Computer,ICP,7406254147,40.34,https://coinmarketcap.com/currencies/internet-computer/
Elrond,EGLD,7077233793,357.11,https://coinmarketcap.com/currencies/elrond-egld/
TRON,TRX,7025793032,0.09804,https://coinmarketcap.com/currencies/tron/
Filecoin,FIL,7022760853,53.80,https://coinmarketcap.com/currencies/filecoin/
FTX Token,FTT,6930102537,49.69,https://coinmarketcap.com/currencies/ftx-token/
Dai,DAI,6463766087,0.9983,https://coinmarketcap.com/currencies/multi-collateral-dai/
Cosmos,ATOM,6397628141,28.36,https://coinmarketcap.com/currencies/cosmos/
THETA,THETA,6396493884,6.40,https://coinmarketcap.com/currencies/theta/
Ethereum Classic,ETC,6216301236,47.32,https://coinmarketcap.com/currencies/ethereum-classic/
Hedera,HBAR,6185667478,0.3419,https://coinmarketcap.com/currencies/hedera/
The Sandbox,SAND,6024558882,6.60,https://coinmarketcap.com/currencies/the-sandbox/
Bitcoin BEP2,BTCB,5967133193,56769.57,https://coinmarketcap.com/currencies/bitcoin-bep2/
Fantom,FTM,5365870197,2.11,https://coinmarketcap.com/currencies/fantom/
NEAR Protocol,NEAR,4702329316,8.28,https://coinmarketcap.com/currencies/near-protocol/
Tezos,XTZ,4446484341,5.12,https://coinmarketcap.com/currencies/tezos/
Monero,XMR,4329317869,239.99,https://coinmarketcap.com/currencies/monero/
The Graph,GRT,4281891735,0.908,https://coinmarketcap.com/currencies/the-graph/
IOTA,MIOTA,4155771273,1.50,https://coinmarketcap.com/currencies/iota/
Gala,GALA,4094581717,0.5869,https://coinmarketcap.com/currencies/gala/
Helium,HNT,3995890308,38.69,https://coinmarketcap.com/currencies/helium/
EOS,EOS,3878613990,3.99,https://coinmarketcap.com/currencies/eos/
Flow,FLOW,3806625275,12.11,https://coinmarketcap.com/currencies/flow/
Klaytn,KLAY,3801126077,1.50,https://coinmarketcap.com/currencies/klaytn/
Loopring,LRC,3511838421,2.64,https://coinmarketcap.com/currencies/loopring/
Stacks,STX,3377397597,2.62,https://coinmarketcap.com/currencies/stacks/
UNUS SED LEO,LEO,3315643393,3.48,https://coinmarketcap.com/currencies/unus-sed-leo/
Aave,AAVE,3298621045,246.19,https://coinmarketcap.com/currencies/aave/
PancakeSwap,CAKE,3252055790,13.21,https://coinmarketcap.com/currencies/pancakeswap/
BitTorrent,BTT,3134995544,0.003167,https://coinmarketcap.com/currencies/bittorrent/
Kusama,KSM,3106817102,366.80,https://coinmarketcap.com/currencies/kusama/
Zcash,ZEC,2996712340,226.74,https://coinmarketcap.com/currencies/zcash/
Maker,MKR,2953842805,2985.00,https://coinmarketcap.com/currencies/maker/
Harmony,ONE,2912147300,0.2543,https://coinmarketcap.com/currencies/harmony/
Enjin Coin,ENJ,2871299307,3.42,https://coinmarketcap.com/currencies/enjin-coin/
Bitcoin SV,BSV,2817228633,148.96,https://coinmarketcap.com/currencies/bitcoin-sv/
eCash,XEC,2782595322,0.0001471,https://coinmarketcap.com/currencies/ecash/
THORChain,RUNE,2737807875,10.60,https://coinmarketcap.com/currencies/thorchain/
Kadena,KDA,2668000259,16.60,https://coinmarketcap.com/currencies/kadena/
Neo,NEO,2602406113,36.89,https://coinmarketcap.com/currencies/neo/
Chiliz,CHZ,2519278120,0.4233,https://coinmarketcap.com/currencies/chiliz/
Amp,AMP,2445585372,0.05791,https://coinmarketcap.com/currencies/amp/
Quant,QNT,2412793085,199.85,https://coinmarketcap.com/currencies/quant/
Waves,WAVES,2283165895,21.37,https://coinmarketcap.com/currencies/waves/
Basic Attention Token,BAT,2151707328,1.44,https://coinmarketcap.com/currencies/basic-attention-token/
Curve DAO Token,CRV,2077155077,4.78,https://coinmarketcap.com/currencies/curve-dao-token/
KuCoin Token,KCS,2055197845,25.65,https://coinmarketcap.com/currencies/kucoin-token/
Holo,HOT,2002404785,0.01157,https://coinmarketcap.com/currencies/holo/
Arweave,AR,1886132272,56.48,https://coinmarketcap.com/currencies/arweave/
Dash,DASH,1853238212,177.15,https://coinmarketcap.com/currencies/dash/
Celo,CELO,1810725759,4.93,https://coinmarketcap.com/currencies/celo/
Compound,COMP,1680060986,271.22,https://coinmarketcap.com/currencies/compound/
OKB,OKB,1647015139,27.45,https://coinmarketcap.com/currencies/okb/
Theta Fuel,TFUEL,1590338497,0.3,https://coinmarketcap.com/currencies/theta-fuel/
Huobi Token,HT,1549703205,9.73,https://coinmarketcap.com/currencies/huobi-token/
NEM,XEM,1520584633,0.169,https://coinmarketcap.com/currencies/nem/
Nexo,NEXO,1507997676,2.69,https://coinmarketcap.com/currencies/nexo/
IoTeX,IOTX,1490939615,0.1563,https://coinmarketcap.com/currencies/iotex/
Qtum,QTUM,1480429804,14.97,https://coinmarketcap.com/currencies/qtum/
Decred,DCR,1429297327,105.48,https://coinmarketcap.com/currencies/decred/
Mina,MINA,1362877186,4.40,https://coinmarketcap.com/currencies/mina/
Voyager Token,VGX,1296554984,4.66,https://coinmarketcap.com/currencies/voyager-token/
TrueUSD,TUSD,1272470569,0.9992,https://coinmarketcap.com/currencies/trueusd/
Immutable X,IMX,1239255713,6.59,https://coinmarketcap.com/currencies/immutable-x/
Horizen,ZEN,1212929293,102.77,https://coinmarketcap.com/currencies/horizen/
Ankr,ANKR,1195808107,0.1465,https://coinmarketcap.com/currencies/ankr/
Siacoin,SC,1182072070,0.0239,https://coinmarketcap.com/currencies/siacoin/
WAX,WAXP,1168729441,0.6298,https://coinmarketcap.com/currencies/wax/
ICON,ICX,1158689803,1.71,https://coinmarketcap.com/currencies/icon/
Audius,AUDIO,1158037742,2.27,https://coinmarketcap.com/currencies/audius/
Oasis Network,ROSE,1148597340,0.3288,https://coinmarketcap.com/currencies/oasis-network/
OMG Network,OMG,1141465824,8.14,https://coinmarketcap.com/currencies/omg/
Livepeer,LPT,1121840150,53.01,https://coinmarketcap.com/currencies/livepeer/
XDC Network,XDC,1085100474,0.08818,https://coinmarketcap.com/currencies/xinfin/
Ravencoin,RVN,1079468916,0.1057,https://coinmarketcap.com/currencies/ravencoin/
APENFT,NFT,1069079403,0.000003858,https://coinmarketcap.com/currencies/apenft/
yearn.finance,YFI,1062259200,28993.59,https://coinmarketcap.com/currencies/yearn-finance/
Zilliqa,ZIL,1045452488,0.08655,https://coinmarketcap.com/currencies/zilliqa/
BORA,BORA,954908232,1.11,https://coinmarketcap.com/currencies/bora/
Bitcoin Gold,BTG,959765213,54.80,https://coinmarketcap.com/currencies/bitcoin-gold/
Celsius,CEL,952488702,3.99,https://coinmarketcap.com/currencies/celsius/
0x,ZRX,947745957,1.12,https://coinmarketcap.com/currencies/0x/
Pax Dollar,USDP,944903547,0.9992,https://coinmarketcap.com/currencies/paxos-standard/
SushiSwap,SUSHI,944413329,7.42,https://coinmarketcap.com/currencies/sushiswap/
Bancor,BNT,940415394,4.00,https://coinmarketcap.com/currencies/bancor/
Revain,REV,934659315,0.01099,https://coinmarketcap.com/currencies/revain/
Perpetual Protocol,PERP,916380401,13.34,https://coinmarketcap.com/currencies/perpetual-protocol/
Ren,REN,895629353,0.8976,https://coinmarketcap.com/currencies/ren/
Ontology,ONT,883461763,1.01,https://coinmarketcap.com/currencies/ontology/
Raydium,RAY,877225033,11.31,https://coinmarketcap.com/currencies/raydium/
Hive,HIVE,872362138,2.31,https://coinmarketcap.com/currencies/hive-blockchain/
Secret,SCRT,869997327,5.81,https://coinmarketcap.com/currencies/secret/
Storj,STORJ,859644740,2.45,https://coinmarketcap.com/currencies/storj/
renBTC,RENBTC,859331386,55871.16,https://coinmarketcap.com/currencies/renbtc/
dYdX,DYDX,857601094,13.23,https://coinmarketcap.com/currencies/dydx/
SKALE Network,SKL,856558519,0.3243,https://coinmarketcap.com/currencies/skale-network/
Dogelon Mars,ELON,853408721,0.000001538,https://coinmarketcap.com/currencies/dogelon/
Nervos Network,CKB,842477603,0.02924,https://coinmarketcap.com/currencies/nervos-network/
Synthetix,SNX,839468157,7.31,https://coinmarketcap.com/currencies/synthetix-network-token/
UMA,UMA,807786931,12.54,https://coinmarketcap.com/currencies/uma/
Telcoin,TEL,804891528,0.01463,https://coinmarketcap.com/currencies/telcoin/
Velas,VLX,790833932,0.3723,https://coinmarketcap.com/currencies/velas/
